"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "taxon"
52387.7484405582 -8.14767181815199 0.0977913659423074 -83.3168832405793 0 0 "da6e2b3f0597a10c3b6d2fa9de7f4f28"
1693.26055224971 -4.70078155821913 0.146382964599658 -32.1129003711276 2.91255103842312e-226 2.44654287227542e-225 "7e500e8347e3ee7f31b4d58f7f8d08d5"
2.76580889665728 -4.42387793591116 0.712342513660581 -6.21032417843175 5.28754072582877e-10 8.54141194172341e-10 "d5c4ff367ee62d661e1f9a59466337e4"
108367.919822507 -2.40478414934028 0.0588369708712955 -40.8719910921432 0 0 "44d01ca17823f05dcc4c900a71931e62"
106.730497823691 -2.28909333505542 0.279955995837114 -8.17661835821967 2.9192076618159e-16 5.57303280892127e-16 "3b098bf7856acf1ebdcf51c18690b30e"
271.308463969819 -1.98683128903427 0.228873928624989 -8.68089826119821 3.92655269519181e-18 7.85310539038362e-18 "c9a1c8ffa02bb4cd6e925720663113ee"
300.285301124271 -1.96855771974317 0.201475868265043 -9.77068736169198 1.50427991504183e-22 3.50998646843093e-22 "5853c26f7d48c94141012efe6230c7d7"
1.64779615640665 -1.93648268217765 1.0513868084151 -1.84183657877235 0.0654990577583847 0.0785988693100616 "ec94ebd3f726f919a4168b9f3dbb46c7"
17380.4627277718 -1.35649919377251 0.0780067599452841 -17.3895082262613 9.90807139308522e-68 3.78308180463254e-67 "500fda3ff394e4d44a61b8871c8feca3"
1.60427467636787 -0.877705171432333 0.74005698623731 -1.18599673775782 0.235623587828876 0.267464613211157 "4351c0cfd71a61649e6e27b2f96ca8f0"
9377.31883789903 -0.861066415981929 0.125982484209242 -6.83481058011048 8.21134540146835e-12 1.37950602744668e-11 "7395ff9211b38303d1cbcb88d3b2ba40"
0.51169798116137 -0.539912985938626 1.02431432123482 -0.527096980629693 0.598126243395344 0.644135954425755 "ac50be19d021de1d590af7ab93ab7235"
5097.34518455905 -0.127115730862321 0.110702462204757 -1.14826471182914 0.250859302070319 0.27726554439351 "16a8a22db406c889219e55a9d5df8d6f"
119.144609682076 0.0668392169449838 0.13714858314141 0.487348942395326 0.626011069563067 0.649742022330352 "7806cdcf9676580f7e0166faf252faed"
4630.32301587997 0.238747647794448 0.0740761513687944 3.22300286101289 0.00126854286672545 0.0017186709807248 "3f65d7b06289089e06abc76e2746af9f"
48.4841198433108 0.328192617326645 0.134027003804948 2.44870517141657 0.0143370749737445 0.0177105043793314 "2a9036b4364cb46f53bf9a47b375c1a2"
4600.88909369932 0.449328225087182 0.0616245622347904 7.29138202029307 3.06791481546407e-13 5.60227922823874e-13 "fa0b73f87d5370f244ac5726cc9bbada"
